630,vikinggames,Viking Games,Slots,platipus
636,1000xrush,1000 x Rush,Slots,platipus
10000,dcirque_peterandsons,DCirque,Slots,peterandsons
10001,sheriffcolt_peterandsons,Sheriff Colt,Slots,peterandsons
10002,punchclub_peterandsons,Punch Club,Slots,peterandsons
10003,rometheconquerors_peterandsons,Rome - The Conquerors,Slots,peterandsons
10004,wildbard_peterandsons,Wild Bard,Slots,peterandsons
10005,zombies_peterandsons,Zombies,Slots,peterandsons
10006,mafiosi_peterandsons,Mafiosi,Slots,peterandsons
10007,kaiser_peterandsons,Kaiser,Slots,peterandsons
10008,precious7_peterandsons,Precious 7,Slots,peterandsons
10009,johnanlegendarian_peterandsons,Johnan Legendarian,Slots,peterandsons
10010,robinsherwoodmarauders_peterandsons,Robin - Sherwood Marauders,Slots,peterandsons
10011,cauldron_peterandsons,Cauldron,Slots,peterandsons
10012,robinnottinghamraiders_peterandsons,Robin - Nottingham Raiders,Slots,peterandsons
10013,hammerofgods_peterandsons,Hammer of Gods,Slots,peterandsons
10014,monsterblox_peterandsons,Monster Blox,Slots,peterandsons
10015,valkyries_peterandsons,Valkyries,Slots,peterandsons
10016,xibalba_peterandsons,Xibalba,Slots,peterandsons
10017,wildduel_peterandsons,Wild Duel,Slots,peterandsons
10018,waterblox_peterandsons,Water Blox,Slots,peterandsons
10019,wildone_peterandsons,Wild One,Slots,peterandsons
10020,voodoohex_peterandsons,Voodoo Hex,Slots,peterandsons
10021,dungeontower_peterandsons,Dungeon Tower,Slots,peterandsons
10022,thelegendofmusashi_peterandsons,The Legend of Musashi,Slots,peterandsons
10023,dragonblox_peterandsons,Dragon Blox,Slots,peterandsons
10024,bookofbooks_peterandsons,Book of Books,Slots,peterandsons
10025,barbarossa_peterandsons,Barbarossa,Slots,peterandsons
10026,thunderhawk_peterandsons,Thunderhawk,Slots,peterandsons
10027,peterhunter_peterandsons,Peter Hunter,Slots,peterandsons
10029,popcop_peterandsons,Pop Cop,Slots,peterandsons
